Iteration,Epoch,LearnRate,Loss,Accuracy
1,1,0.001,1.39979553222656,17.5
2,1,0.001,1.00609469413757,40
3,1,0.001,0.793746948242188,45
4,1,0.001,0.608099102973938,55
5,1,0.001,0.416912466287613,82.5
6,1,0.001,0.545216381549835,77.5
7,1,0.001,0.628022432327271,77.5
8,1,0.001,0.581202387809753,77.5
9,1,0.001,1.26405584812164,57.5
10,1,0.001,0.733759939670563,72.5
11,1,0.001,0.561143040657043,77.5
12,1,0.001,0.551498770713806,72.5
13,1,0.001,0.280266672372818,90
14,1,0.001,0.251791417598724,87.5
15,1,0.001,0.207003444433212,97.5
16,1,0.001,0.344240576028824,90
17,1,0.001,0.25221911072731,95
18,1,0.001,0.256880164146423,97.5
19,1,0.001,0.211222127079964,92.5
20,1,0.001,0.270250171422958,92.5
21,1,0.001,0.221998453140259,95
22,1,0.001,0.157018885016441,97.5
23,1,0.001,0.222344756126404,90
24,1,0.001,0.130358785390854,100
25,1,0.001,0.191939502954483,92.5
26,1,0.001,0.119971513748169,100
27,1,0.001,0.12898775935173,92.5
28,1,0.001,0.114225409924984,97.5
29,1,0.001,0.0815790519118309,100
30,1,0.001,0.158083185553551,92.5
31,1,0.001,0.0865039303898811,100
32,1,0.001,0.198703542351723,92.5
33,1,0.001,0.0601019635796547,100
34,1,0.001,0.115881681442261,97.5
35,1,0.001,0.0590730011463165,97.5
36,1,0.001,0.0891538634896278,97.5
37,1,0.001,0.0895797088742256,97.5
38,1,0.001,0.0421068333089352,100
39,1,0.001,0.0820923000574112,95
40,1,0.001,0.0484247468411922,100
41,1,0.001,0.0408091172575951,100
42,1,0.001,0.0870382860302925,95
43,1,0.001,0.0428251847624779,100
44,1,0.001,0.0569839291274548,100
45,1,0.001,0.0356577299535275,100
46,2,0.001,0.0588447451591492,97.5
47,2,0.001,0.0283389277756214,100
48,2,0.001,0.0199668891727924,100
49,2,0.001,0.0628848597407341,97.5
50,2,0.001,0.0795306637883186,95
51,2,0.001,0.0282161682844162,100
52,2,0.001,0.0243665762245655,100
53,2,0.001,0.0222059991210699,100
54,2,0.001,0.0482172742486,97.5
