Wall time,Step,Value
1741004141.324248,1,1.1516213417053223
1741004141.431675,2,0.9567553400993347
1741004141.527258,3,0.889598548412323
1741004141.624219,4,0.8653976917266846
1741004141.720098,5,0.8157874345779419
1741004141.814356,6,0.7743633985519409
1741004141.908651,7,0.7483874559402466
1741004142.002434,8,0.7521145343780518
1741004142.096185,9,0.7358301281929016
1741004142.189897,10,0.7229641675949097
1741004142.283145,11,0.7284621596336365
1741004142.376515,12,0.7258891463279724
1741004142.470392,13,0.7159886956214905
1741004142.563983,14,0.7095281481742859
1741004142.65804,15,0.6961250305175781
1741004142.752195,16,0.692381739616394
1741004142.846956,17,0.696302056312561
1741004142.940969,18,0.6918225884437561
1741004143.034057,19,0.6816624999046326
1741004143.12717,20,0.6867316365242004
1741004143.220753,21,0.6796513199806213
1741004143.314634,22,0.6738510131835938
1741004143.408568,23,0.6681240200996399
1741004143.502027,24,0.6581220030784607
1741004143.595371,25,0.6606545448303223
1741004143.689631,26,0.6618870496749878
1741004142.546544,27,0.6580150723457336
1741004142.636469,28,0.6541956663131714
1741004142.7273,29,0.6517065763473511
1741004142.817125,30,0.6494110226631165
1741004142.907091,31,0.6492162942886353
1741004142.996866,32,0.647817850112915
1741004143.087895,33,0.6461918354034424
1741004143.178591,34,0.6478889584541321
1741004143.269116,35,0.6439381241798401
1741004143.359721,36,0.6399489045143127
1741004143.450673,37,0.6364269256591797
1741004143.54056,38,0.636787474155426
1741004143.629476,39,0.634857714176178
1741004143.719503,40,0.6330018639564514
1741004143.809063,41,0.629745602607727
1741004143.901554,42,0.6288755536079407
1741004143.994013,43,0.6297791600227356
1741004144.086653,44,0.6289072632789612
1741004144.179308,45,0.6269817352294922
1741004144.271587,46,0.6246739029884338
1741004144.363692,47,0.6233652830123901
1741004144.455413,48,0.6195153594017029
1741004144.549054,49,0.6187601089477539
1741004144.64167,50,0.6150457262992859
1741004149.46568,51,0.5332715511322021
1741004149.558251,52,0.5172202587127686
1741004149.650366,53,0.5192127227783203
1741004149.742561,54,0.5220906734466553
1741004149.834542,55,0.5123340487480164
1741004149.927264,56,0.5088738799095154
1741004150.019952,57,0.4965003728866577
1741004150.112216,58,0.4933900237083435
1741004150.205077,59,0.4958869218826294
1741004150.297754,60,0.501064121723175
1741004150.390369,61,0.5012404918670654
1741004150.482852,62,0.502827525138855
1741004150.575907,63,0.5031580924987793
1741004150.668789,64,0.5054349303245544
1741004150.762134,65,0.5038700103759766
1741004150.855036,66,0.5087596774101257
1741004150.950464,67,0.5135350823402405
1741004151.044041,68,0.5121864080429077
1741004151.137206,69,0.5084520578384399
1741004151.230121,70,0.5042584538459778
1741004151.322882,71,0.513302206993103
1741004151.415708,72,0.5166289806365967
1741004151.508367,73,0.5148328542709351
1741004151.601638,74,0.5123627781867981
1741004151.694731,75,0.5109233856201172
1741004151.787919,76,0.507258415222168
1741004151.880718,77,0.5121569633483887
