Iteration,Epoch,LearnRate,Loss,Accuracy
1,1,0.001,0.766020894050598,65
2,1,0.001,1.10114443302155,45
3,1,0.001,1.08435213565826,80
4,1,0.001,0.33395579457283,87.5
5,1,0.001,0.533909559249878,85
6,1,0.001,0.550139546394348,85
7,1,0.001,0.545572698116302,80
8,1,0.001,0.3265420794487,87.5
9,1,0.001,0.574579775333405,82.5
10,1,0.001,0.50199955701828,77.5
11,1,0.001,0.54566752910614,80
12,1,0.001,0.449382960796356,87.5
13,1,0.001,0.322809457778931,80
14,1,0.001,0.211501806974411,90
15,1,0.001,0.63902485370636,82.5
16,1,0.001,0.221047669649124,95
17,1,0.001,0.302400171756744,85
18,1,0.001,0.0801589116454124,95
19,1,0.001,0.35764068365097,87.5
20,1,0.001,0.197626173496246,95
21,1,0.001,0.111283853650093,95
22,1,0.001,0.0227697137743235,100
23,1,0.001,0.14063349366188,95
24,1,0.001,0.0198817048221827,100
25,1,0.001,0.111705973744392,95
26,1,0.001,0.0744248479604721,95
27,1,0.001,0.0462442860007286,97.5
28,1,0.001,0.166353821754456,95
29,1,0.001,0.116348430514336,95
30,1,0.001,0.0231641121208668,100
31,1,0.001,0.0980019792914391,95
32,1,0.001,0.015353387221694,100
33,1,0.001,0.0143412770703435,100
34,1,0.001,0.383686870336533,95
35,1,0.001,0.0578261390328407,97.5
36,1,0.001,0.0679823383688927,97.5
37,1,0.001,0.231590673327446,97.5
38,1,0.001,0.0477553084492683,97.5
39,1,0.001,0.0590254180133343,95
40,1,0.001,0.284389406442642,92.5
41,1,0.001,0.0492415353655815,97.5
42,1,0.001,0.359846264123917,92.5
43,1,0.001,0.220034390687943,92.5
44,1,0.001,0.0403668358922005,97.5
45,1,0.001,0.270468950271606,97.5
46,2,0.001,0.157591477036476,92.5
47,2,0.001,0.122657850384712,95
48,2,0.001,0.13286004960537,92.5
49,2,0.001,0.023381806910038,100
50,2,0.001,0.0881024226546288,97.5
51,2,0.001,0.343988567590714,87.5
52,2,0.001,0.284428477287292,87.5
53,2,0.001,0.083869107067585,97.5
54,2,0.001,0.113338731229305,97.5
55,2,0.001,0.00792530365288258,100
56,2,0.001,0.253475397825241,95
57,2,0.001,0.463872283697128,92.5
58,2,0.001,0.318548202514648,92.5
59,2,0.001,0.0392212942242622,97.5
60,2,0.001,0.0507673434913158,97.5
61,2,0.001,0.167104691267014,92.5
62,2,0.001,0.0714556574821472,97.5
63,2,0.001,0.286181956529617,85
64,2,0.001,0.110139772295952,95
65,2,0.001,0.0539758205413818,97.5
66,2,0.001,0.0518482699990273,100
67,2,0.001,0.0372981391847134,95
68,2,0.001,0.105678178369999,95
69,2,0.001,0.114279888570309,95
70,2,0.001,0.105296492576599,95
71,2,0.001,0.215626507997513,95
72,2,0.001,0.00914483331143856,100
73,2,0.001,0.105600848793983,97.5
74,2,0.001,0.188608720898628,92.5
75,2,0.001,0.0126363011077046,100
76,2,0.001,0.0553579144179821,97.5
77,2,0.001,0.163199245929718,92.5
78,2,0.001,0.0417301133275032,97.5
79,2,0.001,0.0852929502725601,97.5
80,2,0.001,0.0383301004767418,100
81,2,0.001,0.0030055190436542,100
82,2,0.001,0.00204420019872487,100
83,2,0.001,0.0065581975504756,100
84,2,0.001,0.136726766824722,95
85,2,0.001,0.0472022108733654,100
86,2,0.001,0.177687376737595,90
87,2,0.001,0.0956679731607437,95
88,2,0.001,0.0126458052545786,100
89,2,0.001,0.0340584889054298,100
90,2,0.001,0.281335294246674,92.5
91,3,0.001,0.0958978310227394,95
92,3,0.001,0.297405451536179,92.5
93,3,0.001,0.030397891998291,100
94,3,0.001,0.0299882888793945,97.5
95,3,0.001,0.0017155148088932,100
96,3,0.001,0.0550687424838543,97.5
97,3,0.001,0.0386369600892067,97.5
98,3,0.001,0.0139143811538815,100
