Var1
45
75
85
80
60
76.4705882352941
25
75
30
73.6842105263158
65
55
75
75
50
75
85
45
75
75
70
80
70
70
80
45
60
75
75
65
75
40
20
80
70
70
75
60
70
75
65
55
75
60
60
75
75
70
70
75
50
72.2222222222222
75
75
75
75
75
65
75
65
75
70
75
65
65
80
70
70
70
75
70
64.2857142857143
70
70
75
30
70
75
75
75
65
45
70
75
75
80
75
75
75
75
75
75
75
75
75
75
75
75
75
75
70.5882352941177
70
75
75
75
75
75
75
75
75
75
70
75
75
72.2222222222222
75
75
75
75
75
75
75
70
75
64.7058823529412
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
75
72.2222222222222
75
75
75
75
75
75
75
75
75
75
75
75
75
75
70
70
75
75
75
75
75
75
75
75
65
70
75
75
70.5882352941177
75
75
75
75
80
70
75
70
80
75
75
80
80
80
75
75
75
75
65
70
75
75
70
70
85
80
75
80
75
75
65
90
75
75
75
75
85
70
70
75
85
80
65
80
80
75
70
80
70
65
70
80
80
75
75
75
85
75
75
80
80
75
80
75
75
65
80
80
80
75
70
65
65
65
75
68.4210526315789
75
75
75
75
80
75
75
70
75
75
75
75
75
75
75
80
75
70
80
55
90
75
75
75
75
75
70
65
75
70
70
65
75
80
90
70
75
85
70.5882352941177
80
75
75
80
75
75
75
80
85
60
70
55
75
70
85
75
75
80
80
75
75
75
75
75
70
80
75
75
75
75
80
75
75
85
75
80
75
85
85
60
85
80
85
65
70
75
73.6842105263158
75
80
75
75
80
75
75
82.3529411764706
75
70
80
80
80
80
85
80
75
85
75
70
70
80
85
85
80
90
60
70
75
70
85
90
70
75
80
55
80
75
75
75
75
80
75
75
80
70
80
75
80
80
70
70
85
75
85
75
75
80
85
70
80
78.9473684210526
65
76.4705882352941
85
80
70
75
82.3529411764706
75
75
85
75
70
75
75
70
80
75
65
75
70
75
55
85
64.7058823529412
70
85
75
75
75
70
70
85
80
85
70
60
70
77.7777777777778
75
75
75
75
72.2222222222222
75
75
80
80
50
65
70
75
70
75
80
75
75
75
80
75
75
70
75
75
80
85
85
80
80
80
75
70
85
85
75
75
75
85
60
80
80
75
80
90
70
80
65
80
90
85
80
90
70
60
80
90
80
65
80
70
70
85
80
70
75
80
75
80
75
80
75
65
85
85
58.8235294117647
75
80
85
80
80
75
95
65
85
85
95
80
90
85
75
82.3529411764706
75
95
75
90
90
80
75
80
85
75
90
85
85
90
70
90
80
80
75
75
75
70
65
75
70
85
80
75
80
80
80
80
80
80
80
82.3529411764706
80
80
85
80
80
80
70
70
75
88.2352941176471
75
85
85
75
75
85
75
85
80
75
80
70
90
85
80
80
95
80
80
90
80
70
80
80
75
85
75
70
75
76.4705882352941
80
80
85
70
85
80
75
90
72.2222222222222
95
90
80
70
95
80
75
75
80
70
60
75
80
60
80
90
80
76.4705882352941
85
75
70
80
90
85
75
85
90
80
80
80
95
85
90
75
80
75
90
85
70
85
75
70
80
80
80
85
85
75
90
80
80
80
85
80
80
85
85
90
75
75
75
75
80
80
80
85
80
90
85
95
85
85
60
90
100
75
85
85
100
90
85
65
85
85
90
80
85
90
90
75
90
75
65
90
90
65
80
80
80
75
80
90
65
75
70
85
90
85
80
80
80
75
65
80
85
75
75
60
72.2222222222222
70
80
75
80
75
85
80
80
85
75
85
85
70
75
85
80
75
70
75
90
85
95
75
90
75
70
95
85
90
90
80
80
75
75
80
70
90
70
70
80
80
75
75
75
85
77.7777777777778
90
70
90
70
76.4705882352941
75
90
70
80
80
75
85
80
90
80
85
70
80
80
90
90
85
80
80
65
80
80
100
90
77.7777777777778
80
85
80
85
80
90
85
88.8888888888889
75
90
95
80
85
80
80
95
90
85
85
75
95
95
85
85
75
75
70
80
80
80
85
85
90
75
70
80
80
95
90
80
95
85
80
70
85
80
90
85
90
85
90
85
70.5882352941177
100
80
85
80
85
80
75
90
90
75
80
75
75
77.7777777777778
70
85
80
75
80
85
80
80
90
84.2105263157895
70
80
90
80
80
80
83.3333333333333
80
90
90
85
60
70
95
70
100
80
75
75
70
80
80
80
95
60
85
85
85
90
80
85
85
100
90
95
85
85
80
65
90
85
80
85
88.2352941176471
90
95
95
85
70
80
70
85
90
90
88.2352941176471
85
80
75
72.2222222222222
90
80
100
90
85
85
80
80
85
90
85
85
90
90
88.2352941176471
90
85
85
90
95
80
75
85
80
75
85
80
80
85
85
85
75
80
85
70
85
90
75
85
80
85
85
80
85
90
85
90
80
90
70
85
80
75
85
90
75
85
70
85
85
70
85
90
80
80
70
85
80
80
80
85
80
75
65
85
80
85
90
75
95
90
90
95
95
75
85
85
80
100
80
85
82.3529411764706
85
85
80
85
95
70.5882352941177
80
85
90
95
80
85
80
80
90
95
90
75
75
95
95
80
90
90
100
70
65
85
80
90
85
85
95
80
85
95
100
80
90
80
90
90
85
75
75
85
100
80
100
95
85
95
95
80
75
85
82.3529411764706
80
95
80
70
90
95
85
85
90
90
95
90
85
95
75
95
75
95
90
95
95
80
80
80
95
85
90
85
95
90
100
75
90
90
80
80
82.3529411764706
85
85
95
100
80
85
90
80
90
100
95
85
85
80
85
90
70
85
85
70
70
70
85
85
90
90
75
90
90
85
90
90
90
90
100
75
90
85
80
85
100
90
100
85
80
90
80
85
75
85
80
85
95
80
90
70
80
90
80
80
95
80
85
80
85
80
95
95
90
80
95
80
85
80
90
90
80
75
90
80
90
85
95
85
95
80
90
85
90
95
90
90
90
90
80
85
85
90
95
90
80
80
85
95
80
90
95
90
95
85
80
90
95
90
95
90
82.3529411764706
80
90
90
95
100
100
90
100
88.2352941176471
75
95
85
95
90
75
90
90
95
90
85
80
90
80
85
80
85
70
85
89.4736842105263
100
80
90
90
90
95
90
80
100
80
90
85
80
90
95
95
90
75
80
85
85
85
95
85
85
90
90
85
95
80
75
80
100
90
85
100
95
90
90
95
100
85
100
100
85
75
85
85
90
80
90
80
85
80
95
80
80
90
85
85
100
90
90
80
80
95
90
100
75
85
85
90
90
95
65
90
90
90
75
95
90
80
85
77.7777777777778
80
75
95
85
85
95
95
100
94.1176470588235
95
80
85
90
90
90
85
95
95
75
95
100
90
100
90
100
80
85
85
85
75
80
90
95
80
65
90
70
75
80
95
95
95
100
95
85
90
90
80
95
100
85
80
85
90
95
100
90
80
90
85
95
90
70
95
75
95
95
95
100
95
85
90
80
85
85
85
85
80
90
100
85
90
85
80
80
78.9473684210526
85
85
85
85
85
90
100
85
70
85
90
85
90
80
80
90
70
90
90
94.1176470588235
100
85
80
90
90
80
90
85
90
82.3529411764706
100
90
95
90
82.3529411764706
95
75
85
85
100
75
90
85
80
95
90
90
85
75
85
95
90
75
90
85
95
90
95
100
100
90
80
90
90
95
90
80
90
95
75
80
95
90
80
95
90
90
100
90
75
95
90
90
90
85
95
85
95
85
75
75
85
85
90
90
80
90
95
100
85
95
85
75
90
95
80
85
75
95
90
85
80
82.3529411764706
90
85
90
85
95
90
90
75
90
90
90
70
90
85
95
75
85
80
95
85
90
90
75
95
85
90
95
95
85
90
85
95
70
90
85
95
70
95
85
95
80
90
90
100
95
95
95
88.2352941176471
85
90
80
85
90
85
80
100
85
80
80
95
85
90
95
80
75
80
90
95
90
95
80
90
80
95
80
85
95
80
90
100
100
85
95
95
100
90
90
85
80
100
95
90
85
95
95
75
85
90
100
75
90
80
100
80
85
90
80
95
80
90
85
90
75
90
95
85
70
85
85
100
95
90
100
80
90
85
85
95
85
90
95
90
85
80
95
90
90
70
80
80
85
70
60
85
90
85
85
90
80
85
90
95
85
90
85
85
95
90
95
95
80
95
95
100
90
95
95
80
90
85
95
90
88.2352941176471
95
85
95
90
85
85
100
95
90
95
95
85
90
90
83.3333333333333
100
75
85
90
95
90
95
100
75
85
80
85
85
95
85
84.2105263157895
85
100
85
80
95
90
85
85
80
80
85
85
95
90
80
70
85
95
85
90
85
90
90
85
95
85
80
80
95
95
95
95
75
95
90
75
90
95
80
80
75
77.7777777777778
88.8888888888889
100
85
90
90
95
95
80
100
90
90
90
95
85
95
95
85
95
90
85
85
85
90
85
95
100
90
100
90
85
85
80
85
90
80
95
95
75
80
85
85
95
85
85
90
90
80
95
90
100
95
90
95
80
90
95
90
75
88.8888888888889
90
85
95
85
90
85
75
95
95
90
75
100
85
90
85
90
95
90
95
88.2352941176471
85
85
90
95
90
95
90
85
90
85
90
95
85
95
85
95
85
90
95
95
85
90
90
85
80
90
85
100
90
90
90
90
90
82.3529411764706
95
95
95
90
95
85
90
95
80
85
75
100
80
95
95
80
90
90
90
75
95
90
85
80
85
75
85
95
95
95
85
85
95
80
85
95
95
90
90
90
95
85
95
90
85
100
85
90
90
100
95
95
95
85
95
100
100
95
90
90
85
90
90
95
90
90
90
90
90
85
85
90
85
80
90
85
95
100
100
90
95
85
100
90
90
94.1176470588235
95
95
85
85
85
94.1176470588235
80
95
80
90
85
85
95
95
85
77.7777777777778
90
90
85
70
100
85
90
100
90
80
95
90
90
95
80
90
90
90
85
95
75
90
75
95
85
90
90
95
90
100
88.2352941176471
80
95
90
90
95
100
95
85
90
100
65
85
100
95
100
95
95
95
90
80
85
95
65
75
90
95
95
90
90
95
85
95
90
95
90
100
95
90
85
95
95
100
90
90
100
100
90
85
100
95
90
100
90
90
95
100
95
100
90
95
95
88.2352941176471
95
85
95
95
90
90
100
95
95
100
95
90
95
90
90
90
95
80
90
90
95
90
85
100
95
95
90
100
90
90
90
70.5882352941177
85
90
85
90
100
90
100
85
90
90
95
85
95
95
95
85
80
95
95
95
90
85
95
95
85
85
90
95
100
85
90
95
90
95
100
90
95
95
95
95
95
85
85
90
90
85
85
90
85
95
95
90
95
85
80
90
95
95
